date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:22:33	142496/142496	---M--	200	added ('OK')	image/jpeg	etag:%22a383128139cab04844c260de51f2729b%22	https://uploads-ssl.webflow.com/5b13df51d0d5fe8211f203da/63404bc993b3576ed38f5bbe_Luke.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b13df51d0d5fe8211f203da/63404bc993b3576ed38f5bbe_Luke.jpg	(from https://www.okalpha.co/)
22:22:33	169422/169422	---M--	200	added ('OK')	image/jpeg	etag:%2224e3afd64bae579c0a692bda73aaff42%22	https://uploads-ssl.webflow.com/5b13df51d0d5fe8211f203da/5c1e1eea11410578a9fdeb14_Dillan_Objects.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b13df51d0d5fe8211f203da/5c1e1eea11410578a9fdeb14_Dillan_Objects.jpg	(from https://www.okalpha.co/)
22:22:34	143610/143610	---M--	200	added ('OK')	image/jpeg	etag:%22bc779fd6f4ae121fdc58cf24cea4303b%22	https://uploads-ssl.webflow.com/5b13df51d0d5fe8211f203da/63404bc986468c2b48667be6_Luke_Objects.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b13df51d0d5fe8211f203da/63404bc986468c2b48667be6_Luke_Objects.jpg	(from https://www.okalpha.co/)
22:22:34	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5b13df51d0d5fe8211f203da	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c80bd3.js	(from https://www.okalpha.co/)
22:22:37	1126555/1126555	---M-Z	200	added ('OK')	text/javascript	etag:%2266866c621829a50525d7b22fb5792edb%22	https://uploads-ssl.webflow.com/5b13df51d0d5fe8211f203da/js/webflow.8c49ad5ee.js	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b13df51d0d5fe8211f203da/js/webflow.8c49ad5ee.js	(from https://www.okalpha.co/)
22:22:42	23554/23554	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:22:38%20GMT	https://www.okalpha.co/work/faithful-to-nature-social-ads	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/work/faithful-to-nature-social-ads.html	(from https://www.okalpha.co/work)
22:22:44	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:22:44%20GMT	https://www.okalpha.co/work/over-ar	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/work/over-ar	(from https://www.okalpha.co/work)
22:22:45	167580/167580	---M--	200	added ('OK')	image/jpeg	etag:%223ceb8bc36267a9892a4a9274da90a192%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c0e690e77706b674d00078f_Over_AR_Website_Thumbnail_web.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c0e690e77706b674d00078f_Over_AR_Website_Thumbnail_web.jpg	(from https://www.okalpha.co/work)
22:22:46	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:22:45%20GMT	https://www.okalpha.co/work/indiefin-tvtail	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/work/indiefin-tvtail	(from https://www.okalpha.co/work)
22:22:46	394901/394901	---M--	200	added ('OK')	image/jpeg	etag:%22256af6a54a05fe6284149be852a1fdbc%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600aa11122b4ed46592f3c6f_Thumbnail-03.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600aa11122b4ed46592f3c6f_Thumbnail-03.jpg	(from https://www.okalpha.co/work)
22:22:47	40526/40526	---M--	200	added ('OK')	image/jpeg	etag:%2261a77da44be830624a11c512cab15bfc%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c0e5a87d4b0af22c58104c8_IndieFin_TVC_Tail_Website_Thumbnail_web.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c0e5a87d4b0af22c58104c8_IndieFin_TVC_Tail_Website_Thumbnail_web.jpg	(from https://www.okalpha.co/work)
22:22:47	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:22:47%20GMT	https://www.okalpha.co/work/over-motion	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/work/over-motion	(from https://www.okalpha.co/work)
22:22:49	112259/112259	---M--	200	added ('OK')	image/jpeg	etag:%2206081893720ebdd39437b8c1c301915f%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c0e8ba3caa30a59d211028f_Over_Motion_Website_Thumbnail_web.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c0e8ba3caa30a59d211028f_Over_Motion_Website_Thumbnail_web.jpg	(from https://www.okalpha.co/work)
22:22:50	26773/26773	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:22:50%20GMT	https://www.okalpha.co/shop/okalpha-enamel-pin	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/okalpha-enamel-pin.html	(from https://www.okalpha.co/shop)
22:22:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:22:51%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc2cac10cd60f6966b66_ok000-Okalpha-Enamel-Pin-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc2cac10cd60f6966b66_ok000-Okalpha-Enamel-Pin-01.jpg_	(from https://www.okalpha.co/shop)
22:22:53	26981/26981	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:22:52%20GMT	https://www.okalpha.co/shop/mondrian-pencils	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/mondrian-pencils.html	(from https://www.okalpha.co/shop)
22:22:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:22:54%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1269e0cde23842f0e92a1f_ok040---Mondrian-Coloured-Pencils-02.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1269e0cde23842f0e92a1f_ok040---Mondrian-Coloured-Pencils-02.jpg_	(from https://www.okalpha.co/shop)
22:22:56	26396/26396	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:22:55%20GMT	https://www.okalpha.co/shop/retro-water-jug	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/retro-water-jug.html	(from https://www.okalpha.co/shop)
22:22:57	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:22:57%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e117a6ddc93097226331_ok015-Retro-Water-Jug-03.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e117a6ddc93097226331_ok015-Retro-Water-Jug-03.jpg_	(from https://www.okalpha.co/shop)
22:22:58	26216/26216	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:22:58%20GMT	https://www.okalpha.co/shop/disney-goofy-bin	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/disney-goofy-bin.html	(from https://www.okalpha.co/shop)
22:23:00	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:22:59%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcab08dbeb67f1056ab1_ok002-Goofy-Bin-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcab08dbeb67f1056ab1_ok002-Goofy-Bin-01.jpg_	(from https://www.okalpha.co/shop)
22:23:01	26679/26679	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:23:00%20GMT	https://www.okalpha.co/shop/gridlock	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/gridlock.html	(from https://www.okalpha.co/shop)
22:23:02	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:02%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0b9d1d2a0eb0206066c7c_Gridlock-Sold.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0b9d1d2a0eb0206066c7c_Gridlock-Sold.jpg_	(from https://www.okalpha.co/shop)
22:23:03	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:03%20GMT	https://www.okalpha.co/shop/vintage-movie-viewer	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/vintage-movie-viewer	(from https://www.okalpha.co/shop)
22:23:04	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:04%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c127556eb12db6584cda2d5_ok016---Vintage-Movie-Viewer-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c127556eb12db6584cda2d5_ok016---Vintage-Movie-Viewer-01.jpg_	(from https://www.okalpha.co/shop)
22:23:05	26382/26382	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:23:05%20GMT	https://www.okalpha.co/shop/mcdonalds-thermo-mug	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/mcdonalds-thermo-mug.html	(from https://www.okalpha.co/shop)
22:23:06	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:06%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1ceebe0ea1986c3ddea36f_ok004-McDonalds-Thermo-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1ceebe0ea1986c3ddea36f_ok004-McDonalds-Thermo-01.jpg_	(from https://www.okalpha.co/shop)
22:23:08	26711/26711	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:23:07%20GMT	https://www.okalpha.co/shop/vintage-noise-maker	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/vintage-noise-maker.html	(from https://www.okalpha.co/shop)
22:23:09	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:09%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c12653319a94a684708fce3_ok018---Vintage-Noise-Maker-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c12653319a94a684708fce3_ok018---Vintage-Noise-Maker-01.jpg_	(from https://www.okalpha.co/shop)
22:23:11	26770/26770	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:23:09%20GMT	https://www.okalpha.co/shop/retro-mcdonalds-watch	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/retro-mcdonalds-watch.html	(from https://www.okalpha.co/shop)
22:23:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:12%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cef185744ab2499b3cfcd_ok020-McDonalds-Watch-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cef185744ab2499b3cfcd_ok020-McDonalds-Watch-01.jpg_	(from https://www.okalpha.co/shop)
22:23:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:12%20GMT	https://www.okalpha.co/shop/retro-water-jug-and-cups	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/retro-water-jug-and-cups	(from https://www.okalpha.co/shop)
22:23:13	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:13%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cef92235a941e5a4a7f78_ok015-Retro-Water-Jug-03.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cef92235a941e5a4a7f78_ok015-Retro-Water-Jug-03.jpg_	(from https://www.okalpha.co/shop)
22:23:14	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:14%20GMT	https://www.okalpha.co/shop/pointer-light	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/pointer-light	(from https://www.okalpha.co/shop)
22:23:15	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:15%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1269b652f2f617406646bf_ok010---Flashlight-Pointer-03.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1269b652f2f617406646bf_ok010---Flashlight-Pointer-03.jpg_	(from https://www.okalpha.co/shop)
22:23:17	26508/26508	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:23:16%20GMT	https://www.okalpha.co/shop/vintage-dairy-queen-bowls	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/vintage-dairy-queen-bowls.html	(from https://www.okalpha.co/shop)
